unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,descriptor_2,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,council_district,police_precinct,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
70095110,2026-08-17T17:46:21.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,,RESIDENTIAL BUILDING,10457.0,2005 MONTEREY AVENUE,MONTEREY AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,06 BRONX,15.0,Precinct 48,2030610032.0,BRONX,1013420.0,248194.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84786207176519,-73.89456592512717,POINT (-73.894565925127 40.847862071765)
70095279,2026-08-17T17:46:21.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,BROKEN OR MISSING,RESIDENTIAL BUILDING,10457.0,2005 MONTEREY AVENUE,MONTEREY AVENUE,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,06 BRONX,15.0,Precinct 48,2030610032.0,BRONX,1013420.0,248194.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84786207176519,-73.89456592512717,POINT (-73.894565925127 40.847862071765)
70095109,2026-08-17T17:46:16.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,,RESIDENTIAL BUILDING,10455.0,356 EAST  152 STREET,EAST  152 STREET,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,01 BRONX,17.0,Precinct 40,2023980009.0,BRONX,1006813.0,237548.0,PHONE,Unspecified,BRONX,,,,,,,,40.818661235803965,-73.91848251812543,POINT (-73.918482518125 40.818661235804)
70095503,2026-08-17T17:46:11.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11101.0,10-63 JACKSON AVENUE,JACKSON AVENUE,50 AVENUE,11 STREET,50 AVENUE,11 STREET,ADDRESS,LONG ISLAND CITY,JACKSON AVENUE,,In Progress,,,,02 QUEENS,26.0,Precinct 108,4000427501.0,QUEENS,997483.0,209888.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74276078107915,-73.95224518806916,POINT (-73.952245188069 40.742760781079)
70095969,2026-08-17T17:46:05.000,,DEP,Department of Environmental Protection,Water Maintenance,Fire Hydrant Running,,Sidewalk,11358.0,29-60 167 STREET,167 STREET,29 AVENUE,32 AVENUE,29 AVENUE,32 AVENUE,ADDRESS,FLUSHING,167 STREET,,In Progress,,,,07 QUEENS,19.0,Precinct 109,4049200036.0,QUEENS,1040231.0,220062.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.77051846044842,-73.79789324932337,POINT (-73.797893249323 40.770518460448)
70098280,2026-08-17T17:45:56.000,2026-08-17T20:51:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,11432.0,80-17 169 STREET,169 STREET,UNION TURNPIKE,81 AVENUE,UNION TURNPIKE,81 AVENUE,ADDRESS,JAMAICA,169 STREET,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T20:51:47.000,08 QUEENS,24.0,Precinct 107,4070200044.0,QUEENS,1039922.0,202684.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.72282229082507,-73.79915267173827,POINT (-73.799152671738 40.722822290825)
70093944,2026-08-17T17:45:54.000,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,,Commercial Building,10002.0,198 DELANCEY STREET,DELANCEY STREET,RIDGE STREET,PITT STREET,RIDGE STREET,PITT STREET,ADDRESS,NEW YORK,DELANCEY STREET,,In Progress,,,,03 MANHATTAN,2.0,Precinct 7,1003437501.0,MANHATTAN,988695.0,200558.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71716099725299,-73.98396519318098,POINT (-73.983965193181 40.717160997253)
70092866,2026-08-17T17:45:54.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,Sidewalk,10470.0,4225 WEBSTER AVENUE,WEBSTER AVENUE,BRONX RVR PKWY SB EN WEBSTER AVE,BRONX RIVER PARKWAY EXIT 10 SB,BRONX RVR PKWY SB EN WEBSTER AVE,BRONX RIVER PARKWAY EXIT 10 SB,ADDRESS,BRONX,WEBSTER AVENUE,,In Progress,,,,12 BRONX,11.0,Precinct 47,2033950060.0,BRONX,1022142.0,265879.0,ONLINE,Unspecified,BRONX,,,,,,,,40.89636879158157,-73.86294055214765,POINT (-73.862940552148 40.896368791582)
70094133,2026-08-17T17:45:53.000,2026-08-17T20:40:50.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11357.0,15-42 166 STREET,166 STREET,WILLETS POINT BOULEVARD,16 AVENUE,WILLETS POINT BOULEVARD,16 AVENUE,ADDRESS,WHITESTONE,166 STREET,,Closed,,"Your complaint has been received but does not fall under the jurisdiction of the New York City Police Department.  Please contact your local precinct for more information, including which City agency your request was referred to. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T20:40:56.000,07 QUEENS,19.0,Precinct 109,4057290001.0,QUEENS,1040499.0,225243.0,MOBILE,Unspecified,QUEENS,Car,,,,,,,40.78473720066564,-73.79688232725456,POINT (-73.796882327255 40.784737200666)
70098683,2026-08-17T17:45:52.000,2026-08-17T18:33:00.000,DEP,Department of Environmental Protection,Water Maintenance,Leak,,,11368.0,43-16 111 STREET,111 STREET,43 AVENUE,44 AVENUE,43 AVENUE,44 AVENUE,ADDRESS,CORONA,111 STREET,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2026-08-18T00:13:42.000,04 QUEENS,21.0,Precinct 110,4019990136.0,QUEENS,1024504.0,212335.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74939546029927,-73.8547181715787,POINT (-73.854718171579 40.749395460299)
70101100,2026-08-17T17:45:49.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11355.0,132-06 MAPLE AVENUE,MAPLE AVENUE,COLLEGE POINT BOULEVARD,SAULL STREET,COLLEGE POINT BOULEVARD,SAULL STREET,ADDRESS,FLUSHING,MAPLE AVENUE,,In Progress,,,,07 QUEENS,20.0,Precinct 109,4051027503.0,QUEENS,1030690.0,213977.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.75387200293225,-73.8323808183133,POINT (-73.832380818313 40.753872002932)
70102038,2026-08-17T17:45:38.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,ROACHES,RESIDENTIAL BUILDING,11209.0,8220 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,10 BROOKLYN,47.0,Precinct 68,3060100001.0,BROOKLYN,978184.0,165997.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70102080,2026-08-17T17:45:38.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,FLIES,RESIDENTIAL BUILDING,11209.0,8220 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,10 BROOKLYN,47.0,Precinct 68,3060100001.0,BROOKLYN,978184.0,165997.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70096729,2026-08-17T17:45:38.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,PILOT LIGHT OUT,RESIDENTIAL BUILDING,11209.0,8220 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,10 BROOKLYN,47.0,Precinct 68,3060100001.0,BROOKLYN,978184.0,165997.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70099358,2026-08-17T17:45:38.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,COLLAPSING OR FALLING,RESIDENTIAL BUILDING,11209.0,8220 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,10 BROOKLYN,47.0,Precinct 68,3060100001.0,BROOKLYN,978184.0,165997.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70097988,2026-08-17T17:45:38.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,DIRTY OR UNSANITARY,RESIDENTIAL BUILDING,11209.0,8220 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,10 BROOKLYN,47.0,Precinct 68,3060100001.0,BROOKLYN,978184.0,165997.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70099399,2026-08-17T17:45:38.000,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,DAMAGED OR MISSING,RESIDENTIAL BUILDING,11209.0,8220 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,10 BROOKLYN,47.0,Precinct 68,3060100001.0,BROOKLYN,978184.0,165997.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70093296,2026-08-17T17:45:37.000,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,,Street/Sidewalk,10467.0,GATES PLACE,GATES PLACE,GATES PLACE,WEST GUN HILL ROAD,GATES PLACE,WEST GUN HILL ROAD,INTERSECTION,,,,In Progress,,,,07 BRONX,11.0,Precinct 52,,BRONX,1016550.0,261104.0,ONLINE,Unspecified,BRONX,,,,,,,,40.88328517773312,-73.88319042429497,POINT (-73.883190424295 40.883285177733)
70099951,2026-08-17T17:45:36.000,,DOT,Department of Transportation,Street Condition,Pothole,,,10034.0,WEST  205 STREET,WEST  205 STREET,9 AVENUE,10 AVENUE,,,BLOCKFACE,MANHATTAN,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2026-08-17T17:45:36.000,12 MANHATTAN,,Precinct 34,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,
70098316,2026-08-17T17:45:36.000,2026-08-17T19:44:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11433.0,169-25 111 AVENUE,111 AVENUE,169 STREET,170 STREET,169 STREET,170 STREET,ADDRESS,JAMAICA,111 AVENUE,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T19:44:32.000,12 QUEENS,27.0,Precinct 113,4102007501.0,QUEENS,1044542.0,192199.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.69401325467328,-73.78257909640409,POINT (-73.782579096404 40.694013254673)
70100630,2026-08-17T17:45:36.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,ROACHES,RESIDENTIAL BUILDING,11691.0,20-42 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,,,,,ADDRESS,FAR ROCKAWAY,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,14 QUEENS,31.0,Precinct 101,4157800020.0,QUEENS,1051931.0,156231.0,PHONE,Unspecified,QUEENS,,,,,,,,40.595235815224136,-73.7562943724493,POINT (-73.756294372449 40.595235815224)
70101683,2026-08-17T17:45:29.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10468.0,30 WEST 190 STREET,WEST 190 STREET,DAVIDSON AVENUE,GRAND AVENUE,DAVIDSON AVENUE,GRAND AVENUE,ADDRESS,BRONX,WEST 190 STREET,,In Progress,,,,07 BRONX,14.0,Precinct 52,2032030026.0,BRONX,1011504.0,254185.0,ONLINE,Unspecified,BRONX,,,,,,,,40.864311688016656,-73.90146688495615,POINT (-73.901466884956 40.864311688017)
70094075,2026-08-17T17:45:23.000,2026-08-17T18:12:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,Street/Sidewalk,11379.0,79-48 69 AVENUE,69 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,MIDDLE VILLAGE,69 AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T18:12:22.000,05 QUEENS,30.0,Precinct 104,4038000029.0,QUEENS,1019806.0,197912.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70982803284355,-73.87175004008344,POINT (-73.871750040083 40.709828032844)
70092634,2026-08-17T17:44:57.000,2026-08-17T18:15:56.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Blocking Driveway,Street/Sidewalk,11433.0,92-25 168 PLACE,168 PLACE,JAMAICA AVENUE,92 ROAD,JAMAICA AVENUE,92 ROAD,ADDRESS,JAMAICA,168 PLACE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that police action was not necessary. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T18:15:59.000,12 QUEENS,27.0,Precinct 103,4102100242.0,QUEENS,1042169.0,196545.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70595782349236,-73.79109903931742,POINT (-73.791099039317 40.705957823492)
70093964,2026-08-17T17:44:46.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Cracked,Street,11230.0,1801 FOSTER AVENUE,FOSTER AVENUE,EAST 18 STREET,EAST 19 STREET,EAST 18 STREET,EAST 19 STREET,ADDRESS,BROOKLYN,FOSTER AVENUE,,In Progress,,,,14 BROOKLYN,45.0,Precinct 70,3052187501.0,BROOKLYN,995274.0,170784.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.635432346608,-73.96028093940333,POINT (-73.960280939403 40.635432346608)
70100906,2026-08-17T17:44:39.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Overgrown Vegetation,1-2 Family Dwelling,10305.0,30 WINDOM AVENUE,WINDOM AVENUE,CEDAR AVENUE,ROBIN ROAD,CEDAR AVENUE,ROBIN ROAD,ADDRESS,STATEN ISLAND,WINDOM AVENUE,,In Progress,,,,02 STATEN ISLAND,50.0,Precinct 122,5031190059.0,STATEN ISLAND,966273.0,156559.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.59637629526671,-74.06473257846841,POINT (-74.064732578468 40.596376295267)
70101072,2026-08-17T17:44:33.000,2026-08-17T21:08:02.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,11435.0,144-34 87 AVENUE,87 AVENUE,144 STREET,148 STREET,144 STREET,148 STREET,ADDRESS,JAMAICA,87 AVENUE,,Closed,,"The New York City Police Department responded to the complaint and observed no criminal violation upon their arrival. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T21:08:07.000,08 QUEENS,24.0,Precinct 107,4097030024.0,QUEENS,1036450.0,196838.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.706797624072806,-73.81172386289388,POINT (-73.811723862894 40.706797624073)
70101055,2026-08-17T17:44:32.000,2026-08-17T17:52:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11419.0,105-48 VAN SICLEN STREET,VAN SICLEN STREET,132 STREET,131 STREET,132 STREET,131 STREET,ADDRESS,SOUTH RICHMOND HILL,VAN SICLEN STREET,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T17:52:27.000,10 QUEENS,28.0,Precinct 106,4095910038.0,QUEENS,1036002.0,190339.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.68896205502761,-73.81338965074443,POINT (-73.813389650744 40.688962055028)
70096837,2026-08-17T17:44:28.000,2026-08-17T19:29:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11101.0,41-03 10 STREET,10 STREET,41 AVENUE,41 ROAD,41 AVENUE,41 ROAD,ADDRESS,LONG ISLAND CITY,10 STREET,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T19:29:23.000,01 QUEENS,26.0,Precinct 114,4004650100.0,QUEENS,999289.0,214567.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75560056769928,-73.94571729303452,POINT (-73.945717293035 40.755600567699)
70094845,2026-08-17T17:44:05.000,2026-08-17T18:22:00.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11239.0,526 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ELTON STREET,ESSEX STREET,ELTON STREET,ESSEX STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that a violation of law occurred. Police issued a summons in response to the complaint. Thank you for attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T18:22:05.000,05 BROOKLYN,42.0,Precinct 75,3044527505.0,BROOKLYN,1019630.0,177965.0,ONLINE,Unspecified,BROOKLYN,Car,,,,,,,40.655078823851085,-73.87248959993701,POINT (-73.872489599937 40.655078823851)
70102657,2026-08-17T17:43:49.000,,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,,Sidewalk,11228.0,1306 83 STREET,83 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,83 STREET,,In Progress,,,,10 BROOKLYN,50.0,Precinct 68,3063097501.0,BROOKLYN,980988.0,163538.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61554985611863,-74.01174936327544,POINT (-74.011749363275 40.615549856119)
70095464,2026-08-17T17:43:35.000,2026-08-17T18:25:27.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11385.0,75-17 COOPER AVENUE,COOPER AVENUE,71 AVENUE,76 STREET,71 AVENUE,76 STREET,ADDRESS,RIDGEWOOD,COOPER AVENUE,,Closed,,"The New York City Police Department responded to the complaint and their investigation determined that no criminal violation existed. The condition was corrected without the need to issue a summons or effect an arrest. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). Thank you for your attention to this matter. We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-17T18:25:31.000,05 QUEENS,30.0,Precinct 104,4037940070.0,QUEENS,1018989.0,196887.0,ONLINE,Unspecified,QUEENS,Car,,,,,,,40.70701789875802,-73.87470223114859,POINT (-73.874702231149 40.707017898758)
70099950,2026-08-17T17:43:31.000,,DOT,Department of Transportation,Street Condition,Pothole,,,10022.0,EAST   59 STREET,EAST   59 STREET,MADISON AVENUE,PARK AVENUE,,,BLOCKFACE,MANHATTAN,,,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2026-08-17T17:43:31.000,08 MANHATTAN,,Precinct 19,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,
70097100,2026-08-17T17:43:28.000,,DSNY,Department of Sanitation,Residential Disposal Complaint,Refrigerator or Freezer Door Attached,,Sidewalk,11412.0,117-12 199 STREET,199 STREET,LINDEN BOULEVARD,118 AVENUE,LINDEN BOULEVARD,118 AVENUE,ADDRESS,SAINT ALBANS,199 STREET,,In Progress,,,,12 QUEENS,27.0,Precinct 113,4126190013.0,QUEENS,1052666.0,192176.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69389105051663,-73.75328326030616,POINT (-73.753283260306 40.693891050517)
70096946,2026-08-17T17:43:26.000,2026-08-18T00:11:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11373.0,90-20 55 AVENUE,55 AVENUE,90 STREET,92 STREET,90 STREET,92 STREET,ADDRESS,ELMHURST,55 AVENUE,,Closed,,"The New York City Police Department responded to the complaint and with the information available observed no evidence of a criminal violation at that time. If the problem persists, please contact 311 to create another complaint. If possible, provide contact information so responding officers may reach out to you for more details. If necessary, your complaint may be referred to your local precinct's special operations units (Quality of Life, etc.). We count on New Yorkers like yourself to maintain a safe City, so please let us know if you see other conditions that require our attention.",2026-08-18T00:12:21.000,04 QUEENS,25.0,Precinct 110,4018577501.0,QUEENS,1019554.0,207751.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73683468597606,-73.87260738724328,POINT (-73.872607387243 40.736834685976)
70098867,2026-08-17T17:43:22.000,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,11214.0,2555 BENSON AVENUE,BENSON AVENUE,BAY 41 STREET,26 AVENUE,BAY 41 STREET,26 AVENUE,ADDRESS,BROOKLYN,BENSON AVENUE,,In Progress,,,,11 BROOKLYN,43.0,Precinct 62,3068690007.0,BROOKLYN,987775.0,156136.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.59523277635033,-73.98730720301396,POINT (-73.987307203014 40.59523277635)
70095955,2026-08-17T17:43:21.000,,DEP,Department of Environmental Protection,Water Maintenance,Fire Hydrant Running Full,,Sidewalk,10458.0,2347 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST 184 STREET,EAST 185 STREET,EAST 184 STREET,EAST 185 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,In Progress,,,,06 BRONX,15.0,Precinct 48,,BRONX,1014060.0,251264.0,MOBILE,Unspecified,BRONX,,,,,,,,40.85628616651157,-73.89223901629778,POINT (-73.892239016298 40.856286166512)
70098184,2026-08-17T17:43:19.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,,Street,10308.0,189 BROOKFIELD AVENUE,BROOKFIELD AVENUE,GENESEE AVENUE,LEVERETT AVENUE,GENESEE AVENUE,LEVERETT AVENUE,ADDRESS,STATEN ISLAND,BROOKFIELD AVENUE,,In Progress,,,,03 STATEN ISLAND,51.0,Precinct 122,5054560168.0,STATEN ISLAND,940514.0,141765.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55568005621709,-74.1573911579668,POINT (-74.157391157967 40.555680056217)
70098018,2026-08-17T17:43:16.000,,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,BROKEN OR MISSING,RESIDENTIAL BUILDING,10455.0,356 EAST  152 STREET,EAST  152 STREET,,,,,ADDRESS,BRONX,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,2026-08-17T00:00:00.000,01 BRONX,17.0,Precinct 40,2023980009.0,BRONX,1006813.0,237548.0,PHONE,Unspecified,BRONX,,,,,,,,40.818661235803965,-73.91848251812543,POINT (-73.918482518125 40.818661235804)
70093143,2026-08-17T17:43:12.000,,DEP,Department of Environmental Protection,Water Maintenance,Leak,,,11208.0,ATLANTIC AVENUE,ATLANTIC AVENUE,ATLANTIC AVENUE,LOGAN STREET,ATLANTIC AVENUE,LOGAN STREET,INTERSECTION,,,,In Progress,,,,05 BROOKLYN,37.0,Precinct 75,,BROOKLYN,1018247.0,187048.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68001502929528,-73.87742815425175,POINT (-73.877428154252 40.680015029295)
70098674,2026-08-17T17:43:07.000,,DEP,Department of Environmental Protection,Water Quality,Odor/Taste,Musty/Stale,,10038.0,222 BROADWAY,BROADWAY,FULTON STREET,ANN STREET,FULTON STREET,ANN STREET,ADDRESS,NEW YORK,BROADWAY,,In Progress,,,,01 MANHATTAN,1.0,Precinct 1,1000890012.0,MANHATTAN,981849.0,198427.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.711312701951,-74.00866056088664,POINT (-74.008660560887 40.711312701951)
