unique_key,created_date,complaint_type,descriptor,status,agency,agency_name,incident_zip,city,borough,street_name,latitude,longitude,location
70097113,2026-08-17T19:45:31.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11208.0,BROOKLYN,BROOKLYN,NICHOLS AVENUE,40.68621996803356,-73.86904789447452,POINT (-73.869047894475 40.686219968034)
70096514,2026-08-17T19:45:26.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10031.0,NEW YORK,MANHATTAN,WEST  145 STREET,40.82561169715638,-73.94847852297335,POINT (-73.948478522973 40.825611697156)
70101368,2026-08-17T19:45:02.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,10022.0,MANHATTAN,MANHATTAN,EAST   59 STREET,,,
70093974,2026-08-17T19:43:13.000,Damaged Tree,Branch Cracked and Will Fall,In Progress,DPR,Department of Parks and Recreation,11234.0,BROOKLYN,BROOKLYN,AVENUE O,40.61681504332058,-73.92348360339281,POINT (-73.923483603393 40.616815043321)
70093141,2026-08-17T19:42:48.000,Water Maintenance,No Water,Closed,DEP,Department of Environmental Protection,10467.0,BRONX,BRONX,BARNES AVENUE,40.88219194802965,-73.86021051145998,POINT (-73.86021051146 40.88219194803)
70093164,2026-08-17T19:42:28.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,10451.0,BRONX,BRONX,EAST 144 STREET,40.817143102630006,-73.93060171403033,POINT (-73.93060171403 40.81714310263)
70094420,2026-08-17T19:41:00.000,Traffic Signal Condition,APS,Open,DOT,Department of Transportation,11210.0,BROOKLYN,BROOKLYN,,40.62147413119333,-73.95071097029123,POINT (-73.950710970291 40.621474131193)
70094994,2026-08-17T19:41:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,11216.0,BROOKLYN,BROOKLYN,JEFFERSON AVENUE,40.682679183074335,-73.95534208592876,POINT (-73.955342085929 40.682679183074)
70098479,2026-08-17T19:40:34.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,10453.0,,BRONX,EAST 176 STREET,40.848253717050426,-73.90974617139251,POINT (-73.909746171393 40.84825371705)
70099204,2026-08-17T19:39:04.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11208.0,BROOKLYN,BROOKLYN,LINWOOD STREET,40.67576923227868,-73.88305998381796,POINT (-73.883059983818 40.675769232279)
70093745,2026-08-17T19:38:57.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11207.0,BROOKLYN,BROOKLYN,SNEDIKER AVENUE,40.6664449457147,-73.90025604763512,POINT (-73.900256047635 40.666444945715)
70100701,2026-08-17T19:38:57.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11207.0,BROOKLYN,BROOKLYN,SNEDIKER AVENUE,40.6664449457147,-73.90025604763512,POINT (-73.900256047635 40.666444945715)
70093694,2026-08-17T19:38:57.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11207.0,BROOKLYN,BROOKLYN,SNEDIKER AVENUE,40.6664449457147,-73.90025604763512,POINT (-73.900256047635 40.666444945715)
70092306,2026-08-17T19:38:03.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11236.0,BROOKLYN,BROOKLYN,EAST   93 STREET,40.64264885879087,-73.90489310266646,POINT (-73.904893102666 40.642648858791)
70100622,2026-08-17T19:38:03.000,WATER LEAK,DAMP SPOT,Open,HPD,Department of Housing Preservation and Development,11236.0,BROOKLYN,BROOKLYN,EAST   93 STREET,40.64264885879087,-73.90489310266646,POINT (-73.904893102666 40.642648858791)
70093171,2026-08-17T19:37:13.000,Water Maintenance,Fire Hydrant Leaning/Missing,In Progress,DEP,Department of Environmental Protection,10471.0,BRONX,BRONX,WEST 261 STREET,40.91110139308673,-73.90598501963275,POINT (-73.905985019633 40.911101393087)
70091764,2026-08-17T19:36:02.000,Water Maintenance,Dirty Water,In Progress,DEP,Department of Environmental Protection,10010.0,NEW YORK,MANHATTAN,WATERSIDE PLAZA,40.7371520402173,-73.97424639983292,POINT (-73.974246399833 40.737152040217)
70092186,2026-08-17T19:36:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,11362.0,LITTLE NECK,QUEENS,OVERBROOK PLACE,40.76192493709214,-73.73806854712531,POINT (-73.738068547125 40.761924937092)
70100110,2026-08-17T19:35:28.000,Water Maintenance,Fire Hydrant Running Full,In Progress,DEP,Department of Environmental Protection,10009.0,NEW YORK,MANHATTAN,EAST 2 STREET,40.72234313200299,-73.98417679836948,POINT (-73.984176798369 40.722343132003)
70101325,2026-08-17T19:35:04.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10030.0,NEW YORK,MANHATTAN,EDGECOMBE AVENUE,40.820115500337,-73.94570441029114,POINT (-73.945704410291 40.820115500337)
70092286,2026-08-17T19:35:03.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11212.0,BROOKLYN,BROOKLYN,REMSEN AVENUE,40.65574697469886,-73.92326955922633,POINT (-73.923269559226 40.655746974699)
70100640,2026-08-17T19:35:02.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11223.0,BROOKLYN,BROOKLYN,NIXON COURT,40.58492250263125,-73.96874633711069,POINT (-73.968746337111 40.584922502631)
70092000,2026-08-17T19:34:49.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11417.0,OZONE PARK,QUEENS,105 STREET,40.68168140031295,-73.83581080066395,POINT (-73.835810800664 40.681681400313)
70100371,2026-08-17T19:34:26.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11354.0,FLUSHING,QUEENS,37 AVENUE,40.76264662506418,-73.82658658406363,POINT (-73.826586584064 40.762646625064)
70096519,2026-08-17T19:33:11.000,WATER LEAK,HEAVY FLOW,Open,HPD,Department of Housing Preservation and Development,10468.0,BRONX,BRONX,VILLA AVENUE,40.87514598606357,-73.88752940510024,POINT (-73.8875294051 40.875145986064)
70101388,2026-08-17T19:33:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,11220.0,BROOKLYN,BROOKLYN,,40.63905921983515,-74.03668015344574,POINT (-74.036680153446 40.639059219835)
70099244,2026-08-17T19:32:35.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11223.0,BROOKLYN,BROOKLYN,NIXON COURT,40.58492250263125,-73.96874633711069,POINT (-73.968746337111 40.584922502631)
70093600,2026-08-17T19:32:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,11360.0,QUEENS,QUEENS,,40.78205786214867,-73.78161636418032,POINT (-73.78161636418 40.782057862149)
70095315,2026-08-17T19:31:09.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,10461.0,BRONX,BRONX,PELHAM PARKWAY SOUTH,40.85734133419115,-73.85133372112466,POINT (-73.851333721125 40.857341334191)
70101312,2026-08-17T19:30:54.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11004.0,GLEN OAKS,QUEENS,LITTLE NECK PARKWAY,40.7531457275544,-73.72220750613747,POINT (-73.722207506137 40.753145727554)
70102710,2026-08-17T19:29:55.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11226.0,BROOKLYN,BROOKLYN,CHURCH AVENUE,40.64955511218649,-73.9628059508844,POINT (-73.962805950884 40.649555112186)
70092929,2026-08-17T19:29:23.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11216.0,BROOKLYN,BROOKLYN,FULTON STREET,40.68023254327992,-73.94645645386848,POINT (-73.946456453868 40.68023254328)
70099916,2026-08-17T19:28:00.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11226.0,BROOKLYN,BROOKLYN,CHURCH AVENUE,40.64950848811539,-73.96292129601305,POINT (-73.962921296013 40.649508488115)
70100351,2026-08-17T19:27:58.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11208.0,BROOKLYN,BROOKLYN,GLENMORE AVENUE,40.67726537657938,-73.86805601405347,POINT (-73.868056014053 40.677265376579)
70097770,2026-08-17T19:27:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10461.0,BRONX,BRONX,,40.8473739667626,-73.83424158684315,POINT (-73.834241586843 40.847373966763)
70098442,2026-08-17T19:26:16.000,Dirty Condition,Debris from Car Accident,In Progress,DSNY,Department of Sanitation,11211.0,BROOKLYN,BROOKLYN,DEVOE STREET,40.713171728702896,-73.95087402151545,POINT (-73.950874021515 40.713171728703)
70093750,2026-08-17T19:26:03.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,EAST   17 STREET,40.64079088405352,-73.9624036685927,POINT (-73.962403668593 40.640790884054)
70094579,2026-08-17T19:24:46.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,10473.0,BRONX,BRONX,LELAND AVENUE,40.81770776153478,-73.86018700008086,POINT (-73.860187000081 40.817707761535)
70101367,2026-08-17T19:24:31.000,Street Condition,Pothole,Open,DOT,Department of Transportation,10013.0,MANHATTAN,MANHATTAN,LAFAYETTE STREET,,,
70101779,2026-08-17T19:23:44.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,10458.0,,BRONX,EAST 201 STREET,40.87138204124208,-73.88378262285701,POINT (-73.883782622857 40.871382041242)
70095748,2026-08-17T19:23:30.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11206.0,BROOKLYN,BROOKLYN,PULASKI STREET,40.69363117971452,-73.93830310138613,POINT (-73.938303101386 40.693631179715)
70102713,2026-08-17T19:23:19.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11103.0,ASTORIA,QUEENS,BROADWAY,40.75698440741635,-73.91478963988185,POINT (-73.914789639882 40.756984407416)
70095093,2026-08-17T19:22:51.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10451.0,BRONX,BRONX,EAST  144 STREET,40.81568210590894,-73.92493487656203,POINT (-73.924934876562 40.815682105909)
70097911,2026-08-17T19:22:24.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,EAST   17 STREET,40.64079088405352,-73.9624036685927,POINT (-73.962403668593 40.640790884054)
70097921,2026-08-17T19:22:07.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11237.0,BROOKLYN,BROOKLYN,MYRTLE AVENUE,40.69905710155828,-73.91587347081952,POINT (-73.91587347082 40.699057101558)
70098705,2026-08-17T19:21:02.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,10032.0,,MANHATTAN,WEST 166 STREET,40.839295082158905,-73.93923775999498,POINT (-73.939237759995 40.839295082159)
70097769,2026-08-17T19:21:00.000,Street Light Condition,Street Light Out,Open,DOT,Department of Transportation,10473.0,BRONX,BRONX,SOUNDVIEW PARK,40.81778820113692,-73.87527766095268,POINT (-73.875277660953 40.817788201137)
70097919,2026-08-17T19:20:01.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,11209.0,BROOKLYN,BROOKLYN,FT HAMILTON PARKWAY,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70102119,2026-08-17T19:19:55.000,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,Open,HPD,Department of Housing Preservation and Development,10039.0,NEW YORK,MANHATTAN,MACOMBS PLACE,40.82616139651722,-73.93879447859352,POINT (-73.938794478594 40.826161396517)
70096540,2026-08-17T19:19:33.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10454.0,BRONX,BRONX,EAST  132 STREET,40.80598940555794,-73.92753214008152,POINT (-73.927532140082 40.805989405558)
70100696,2026-08-17T19:19:33.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10454.0,BRONX,BRONX,EAST  132 STREET,40.80598940555794,-73.92753214008152,POINT (-73.927532140082 40.805989405558)
70094370,2026-08-17T19:19:22.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11206.0,BROOKLYN,BROOKLYN,CENTRAL AVENUE,40.70086167820611,-73.93006637772726,POINT (-73.930066377727 40.700861678206)
70097882,2026-08-17T19:19:09.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,GRAND CONCOURSE,40.83619548096835,-73.9160506050733,POINT (-73.916050605073 40.836195480968)
70096539,2026-08-17T19:19:09.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,GRAND CONCOURSE,40.83619548096835,-73.9160506050733,POINT (-73.916050605073 40.836195480968)
70096563,2026-08-17T19:19:09.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,GRAND CONCOURSE,40.83619548096835,-73.9160506050733,POINT (-73.916050605073 40.836195480968)
70102030,2026-08-17T19:19:08.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,GRAND CONCOURSE,40.83619548096835,-73.9160506050733,POINT (-73.916050605073 40.836195480968)
70098573,2026-08-17T19:18:00.000,Traffic Signal Condition,Pedestrian Signal,Open,DOT,Department of Transportation,,,BROOKLYN,,,,
70098475,2026-08-17T19:16:55.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11203.0,BROOKLYN,BROOKLYN,EAST 48 STREET,40.654295338223626,-73.93259473153859,POINT (-73.932594731539 40.654295338224)
70095741,2026-08-17T19:16:54.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11204.0,BROOKLYN,BROOKLYN,64 STREET,40.61623825840457,-73.98380213620808,POINT (-73.983802136208 40.616238258405)
70097351,2026-08-17T19:16:43.000,Water Maintenance,Fire Hydrant Running,Closed,DEP,Department of Environmental Protection,10033.0,NEW YORK,MANHATTAN,WEST 185 STREET,40.85130680658023,-73.9310504334662,POINT (-73.931050433466 40.85130680658)
70091591,2026-08-17T19:16:23.000,Street Condition,Pothole,Open,DOT,Department of Transportation,11414.0,QUEENS,QUEENS,101 STREET,,,
70092262,2026-08-17T19:16:04.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11226.0,BROOKLYN,BROOKLYN,EAST   17 STREET,40.64079088405352,-73.9624036685927,POINT (-73.962403668593 40.640790884054)
70092261,2026-08-17T19:15:58.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11209.0,BROOKLYN,BROOKLYN,FT HAMILTON PARKWAY,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70102057,2026-08-17T19:15:57.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10468.0,BRONX,BRONX,VILLA AVENUE,40.87514598606357,-73.88752940510024,POINT (-73.8875294051 40.875145986064)
70093154,2026-08-17T19:14:39.000,Water Maintenance,Dirty Water,In Progress,DEP,Department of Environmental Protection,11375.0,FOREST HILLS,QUEENS,DARTMOUTH STREET,40.72142271200957,-73.8561644741486,POINT (-73.856164474149 40.72142271201)
70095754,2026-08-17T19:11:31.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11414.0,HOWARD BEACH,QUEENS,77 STREET,40.6625859545527,-73.85631657421472,POINT (-73.856316574215 40.662585954553)
70095727,2026-08-17T19:11:25.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,10304.0,STATEN ISLAND,STATEN ISLAND,CANAL STREET,40.626724681653606,-74.07509396504149,POINT (-74.075093965041 40.626724681654)
70094587,2026-08-17T19:11:22.000,Sewer Maintenance,Manhole Overflow,Closed,DEP,Department of Environmental Protection,11229.0,BROOKLYN,BROOKLYN,KINGS HIGHWAY,40.608508194435615,-73.9588815646739,POINT (-73.958881564674 40.608508194436)
70095979,2026-08-17T19:11:04.000,Sewer Maintenance,Flooding on Street,In Progress,DEP,Department of Environmental Protection,11222.0,,BROOKLYN,BAYARD STREET,40.719009537386526,-73.95018068961288,POINT (-73.950180689613 40.719009537387)
70094437,2026-08-17T19:11:00.000,Traffic Signal Condition,Veh Sgnl Mult Lamps,Closed,DOT,Department of Transportation,11220.0,BROOKLYN,BROOKLYN,,40.63905921983515,-74.03668015344574,POINT (-74.036680153446 40.639059219835)
70093613,2026-08-17T19:10:09.000,Sidewalk Condition,Metal Protruding - Sign Stump,In Progress,DOT,Department of Transportation,11435.0,JAMAICA,QUEENS,95 AVENUE,40.6966645794091,-73.81212392504833,POINT (-73.812123925048 40.696664579409)
70100695,2026-08-17T19:10:05.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11209.0,BROOKLYN,BROOKLYN,FT HAMILTON PARKWAY,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70101306,2026-08-17T19:08:45.000,Illegal Dumping,Removal Request,In Progress,DSNY,Department of Sanitation,11223.0,,BROOKLYN,AVENUE V,40.596091706961545,-73.96170146690504,POINT (-73.961701466905 40.596091706962)
70101373,2026-08-17T19:08:11.000,Street Condition,Pothole,Open,DOT,Department of Transportation,11426.0,QUEENS,QUEENS,JAMAICA AVENUE,,,
70101806,2026-08-17T19:07:54.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11369.0,EAST ELMHURST,QUEENS,100 STREET,40.760550868594976,-73.86907863365518,POINT (-73.869078633655 40.760550868595)
70094581,2026-08-17T19:07:38.000,Water Maintenance,Fire Hydrant Running,Closed,DEP,Department of Environmental Protection,11436.0,JAMAICA,QUEENS,140 STREET,40.667779448162136,-73.79808560330639,POINT (-73.798085603306 40.667779448162)
70093118,2026-08-17T19:07:35.000,Sewer Maintenance,Catch Basin Search,In Progress,DEP,Department of Environmental Protection,11101.0,,QUEENS,35 AVENUE,40.75513963680322,-73.92211916065794,POINT (-73.922119160658 40.755139636803)
70098141,2026-08-17T19:06:38.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,11235.0,,BROOKLYN,CONEY ISLAND AVENUE,40.58327018181133,-73.96004915089253,POINT (-73.960049150893 40.583270181811)
70095752,2026-08-17T19:06:09.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11206.0,BROOKLYN,BROOKLYN,BOGART STREET,40.70474185018073,-73.93312440367058,POINT (-73.933124403671 40.704741850181)
70097362,2026-08-17T19:05:49.000,Sewer Maintenance,Catch Basin Sunken,In Progress,DEP,Department of Environmental Protection,11373.0,ELMHURST,QUEENS,56 AVENUE,40.73118236254789,-73.87944840833315,POINT (-73.879448408333 40.731182362548)
70101552,2026-08-17T19:05:13.000,Water Maintenance,Fire Hydrant Running Full,Closed,DEP,Department of Environmental Protection,10467.0,BRONX,BRONX,JEROME AVENUE,40.883971099410495,-73.88026713958368,POINT (-73.880267139584 40.88397109941)
70102075,2026-08-17T19:04:12.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,FRANKLIN AVENUE,40.83084395312983,-73.90290766312782,POINT (-73.902907663128 40.83084395313)
70100693,2026-08-17T19:04:12.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,10456.0,BRONX,BRONX,FRANKLIN AVENUE,40.83084395312983,-73.90290766312782,POINT (-73.902907663128 40.83084395313)
70098713,2026-08-17T19:03:57.000,Sewer Maintenance,Curb Piece,In Progress,DEP,Department of Environmental Protection,11378.0,MASPETH,QUEENS,53 ROAD,40.73074425518392,-73.89754391694396,POINT (-73.897543916944 40.730744255184)
70099906,2026-08-17T19:03:52.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10462.0,BRONX,BRONX,CASTLE HILL AVENUE,40.83427002337257,-73.85189481089898,POINT (-73.851894810899 40.834270023373)
70095119,2026-08-17T19:03:45.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11209.0,BROOKLYN,BROOKLYN,81 STREET,40.623401252945584,-74.02172915287709,POINT (-74.021729152877 40.623401252946)
70100947,2026-08-17T19:03:38.000,Damaged Tree,Branch Cracked and Will Fall,In Progress,DPR,Department of Parks and Recreation,11216.0,BROOKLYN,BROOKLYN,MACON STREET,40.681907699684416,-73.94251793093385,POINT (-73.942517930934 40.681907699684)
70093431,2026-08-17T19:03:34.000,Street Condition,Cave-in,In Progress,DOT,Department of Transportation,11432.0,JAMAICA,QUEENS,MIDLAND PARKWAY,40.71944545937519,-73.78504664414451,POINT (-73.785046644145 40.719445459375)
70095314,2026-08-17T19:03:33.000,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,DPR,Department of Parks and Recreation,10467.0,BRONX,BRONX,OLINVILLE AVENUE,40.88137601306027,-73.86652266183421,POINT (-73.866522661834 40.88137601306)
70095702,2026-08-17T19:03:18.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,10027.0,NEW YORK,MANHATTAN,WEST 126 STREET,40.81567658197937,-73.95704475069161,POINT (-73.957044750692 40.815676581979)
70094832,2026-08-17T19:02:58.000,Street Condition,Defective Hardware,In Progress,DOT,Department of Transportation,10301.0,STATEN ISLAND,STATEN ISLAND,HIGHLAND AVENUE,40.61953127671035,-74.09948293656494,POINT (-74.099482936565 40.61953127671)
70092998,2026-08-17T19:01:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,10011.0,MANHATTAN,MANHATTAN,,40.74400581773386,-73.99941536887154,POINT (-73.999415368872 40.744005817734)
70098686,2026-08-17T19:00:52.000,Water Maintenance,Fire Hydrant Running Full,In Progress,DEP,Department of Environmental Protection,10029.0,,MANHATTAN,EAST 101 STREET,40.78905477226438,-73.94860431722941,POINT (-73.948604317229 40.789054772264)
70102051,2026-08-17T19:00:17.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,11209.0,BROOKLYN,BROOKLYN,FT HAMILTON PARKWAY,40.62229782377688,-74.02185127028054,POINT (-74.021851270281 40.622297823777)
70095803,2026-08-17T19:00:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,10011.0,MANHATTAN,MANHATTAN,,40.74283930003399,-74.00027426659143,POINT (-74.000274266591 40.742839300034)
70100922,2026-08-17T18:59:39.000,Damaged Tree,Tree Leaning/Uprooted,In Progress,DPR,Department of Parks and Recreation,10467.0,BRONX,BRONX,OLINVILLE AVENUE,40.88137601306027,-73.86652266183421,POINT (-73.866522661834 40.88137601306)
70099953,2026-08-17T18:59:33.000,Street Condition,Pothole,Open,DOT,Department of Transportation,11385.0,QUEENS,QUEENS,68 ROAD,,,
70095744,2026-08-17T18:59:28.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11375.0,FOREST HILLS,QUEENS,64 ROAD,40.73173385429397,-73.8511196382155,POINT (-73.851119638215 40.731733854294)
70101798,2026-08-17T18:57:24.000,Street Condition,Plate Condition - Noisy,In Progress,DOT,Department of Transportation,11233.0,BROOKLYN,BROOKLYN,ATLANTIC AVENUE,40.6770078289357,-73.9229674966491,POINT (-73.922967496649 40.677007828936)
70093711,2026-08-17T18:57:21.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10029.0,NEW YORK,MANHATTAN,EAST  102 STREET,40.78783385200396,-73.9437662377238,POINT (-73.943766237724 40.787833852004)
70097865,2026-08-17T18:57:21.000,UNSANITARY CONDITION,PESTS,Open,HPD,Department of Housing Preservation and Development,10029.0,NEW YORK,MANHATTAN,EAST  102 STREET,40.78783385200396,-73.9437662377238,POINT (-73.943766237724 40.787833852004)
70095819,2026-08-17T18:57:00.000,Traffic Signal Condition,Veh Signal Lamp,Open,DOT,Department of Transportation,10003.0,MANHATTAN,MANHATTAN,,40.73521408143234,-73.99171521010928,POINT (-73.991715210109 40.735214081432)
70091614,2026-08-17T18:57:00.000,Traffic Signal Condition,Controller,Closed,DOT,Department of Transportation,11220.0,BROOKLYN,BROOKLYN,,40.63905921983515,-74.03668015344574,POINT (-74.036680153446 40.639059219835)
70092235,2026-08-17T18:56:52.000,WATER LEAK,SLOW LEAK,Open,HPD,Department of Housing Preservation and Development,11221.0,BROOKLYN,BROOKLYN,PUTNAM AVENUE,40.688488799716616,-73.91838203948721,POINT (-73.918382039487 40.688488799717)
70102716,2026-08-17T18:55:40.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11414.0,HOWARD BEACH,QUEENS,77 STREET,40.6625859545527,-73.85631657421472,POINT (-73.856316574215 40.662585954553)
70095117,2026-08-17T18:54:33.000,UNSANITARY CONDITION,MOLD,Open,HPD,Department of Housing Preservation and Development,11221.0,BROOKLYN,BROOKLYN,PUTNAM AVENUE,40.688488799716616,-73.91838203948721,POINT (-73.918382039487 40.688488799717)
70094309,2026-08-17T18:53:59.000,Dirty Condition,Dirt or Gravel,In Progress,DSNY,Department of Sanitation,10011.0,NEW YORK,MANHATTAN,WEST 22 STREET,40.74481551883293,-73.99939370849827,POINT (-73.999393708498 40.744815518833)
70098542,2026-08-17T18:53:21.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11426.0,QUEENS,QUEENS,JAMAICA AVENUE,40.72675692690736,-73.71410227778074,POINT (-73.714102277781 40.726756926907)
70094825,2026-08-17T18:51:35.000,Street Condition,Defective Hardware,In Progress,DOT,Department of Transportation,11435.0,JAMAICA,QUEENS,150 STREET,40.710836086551296,-73.80894224409256,POINT (-73.808942244093 40.710836086551)
70091600,2026-08-17T18:51:18.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11426.0,QUEENS,QUEENS,JAMAICA AVENUE,40.72675692690736,-73.71410227778074,POINT (-73.714102277781 40.726756926907)
70094588,2026-08-17T18:50:46.000,Sewer Maintenance,Flooding on Street,In Progress,DEP,Department of Environmental Protection,11204.0,BROOKLYN,BROOKLYN,56 STREET,40.62655102277341,-73.98867019058372,POINT (-73.988670190584 40.626551022773)
70095736,2026-08-17T18:50:41.000,Dirty Condition,Trash,In Progress,DSNY,Department of Sanitation,11206.0,BROOKLYN,BROOKLYN,MESEROLE STREET,40.708027587036725,-73.94387323807607,POINT (-73.943873238076 40.708027587037)
70096797,2026-08-17T18:49:06.000,Damaged Tree,Branch Cracked and Will Fall,In Progress,DPR,Department of Parks and Recreation,11236.0,BROOKLYN,BROOKLYN,SEAVIEW AVENUE,40.6297899618627,-73.89589396882197,POINT (-73.895893968822 40.629789961863)
70094405,2026-08-17T18:48:36.000,Street Condition,Pothole,Open,DOT,Department of Transportation,11216.0,BROOKLYN,BROOKLYN,NEW YORK AVENUE,,,
70101556,2026-08-17T18:48:07.000,Water Maintenance,Fire Hydrant Running,In Progress,DEP,Department of Environmental Protection,11369.0,,QUEENS,101 STREET,40.7592923139729,-73.86779967583361,POINT (-73.867799675834 40.759292313973)
70099947,2026-08-17T18:47:15.000,Street Condition,Pothole,Closed,DOT,Department of Transportation,11210.0,BROOKLYN,BROOKLYN,NEW YORK AVENUE,,,
70095950,2026-08-17T18:47:04.000,Water Maintenance,Leak,In Progress,DEP,Department of Environmental Protection,10314.0,STATEN ISLAND,STATEN ISLAND,MCVEIGH AVENUE,40.58952200181204,-74.1544861126188,POINT (-74.154486112619 40.589522001812)
